warnum,disno,statea,stateb,year,batdtha,batdthb,batdths,a_latitude,a_longitude,b_latitude,b_longitude,stateNameA,stateAbbA,stateNameB,stateAbbB
13,375,390,255,1848,3500,2500,6000,55.670249,10.3333283,51.0834196,10.4234469,Denmark,DEN,Germany,GMY
13,375,390,255,1849,3500,2500,6000,55.670249,10.3333283,51.0834196,10.4234469,Denmark,DEN,Germany,GMY
16,175,220,327,1849,1000,1400,2400,46.603354,1.8883335,41.901134,12.453314,France,FRN,Papal States,PAP
16,175,327,220,1849,1400,1000,2400,41.901134,12.453314,46.603354,1.8883335,Papal States,PAP,France,FRN
16,175,300,327,1849,100,1400,1500,46.35038755,19.13865633,41.901134,12.453314,Austria-Hungary,AUH,Papal States,PAP
16,175,327,300,1849,1400,100,1500,41.901134,12.453314,46.35038755,19.13865633,Papal States,PAP,Austria-Hungary,AUH
16,175,327,329,1849,1400,100,1500,41.901134,12.453314,37.4922295,15.0704098,Papal States,PAP,Two Sicilies,SIC
16,175,329,327,1849,100,1400,1500,37.4922295,15.0704098,41.901134,12.453314,Two Sicilies,SIC,Papal States,PAP
19,1528,140,160,1851,500,800,1300,-10.3333333,-53.2,-34.9964963,-64.9672817,Brazil,BRA,Argentina,ARG
19,1528,140,160,1852,500,800,1300,-10.3333333,-53.2,-34.9964963,-64.9672817,Brazil,BRA,Argentina,ARG
19,1528,160,140,1851,800,500,1300,-34.9964963,-64.9672817,-10.3333333,-53.2,Argentina,ARG,Brazil,BRA
19,1528,160,140,1852,800,500,1300,-34.9964963,-64.9672817,-10.3333333,-53.2,Argentina,ARG,Brazil,BRA
22,57,200,365,1854,22000,100000,122000,54.7023545,-3.2765753,64.6863136,97.7453061,United Kingdom,UKG,Russia,RUS
22,57,200,365,1855,22000,100000,122000,54.7023545,-3.2765753,64.6863136,97.7453061,United Kingdom,UKG,Russia,RUS
22,57,200,365,1856,22000,100000,122000,54.7023545,-3.2765753,64.6863136,97.7453061,United Kingdom,UKG,Russia,RUS
22,57,365,200,1854,100000,22000,122000,64.6863136,97.7453061,54.7023545,-3.2765753,Russia,RUS,United Kingdom,UKG
22,57,365,200,1855,100000,22000,122000,64.6863136,97.7453061,54.7023545,-3.2765753,Russia,RUS,United Kingdom,UKG
22,57,365,200,1856,100000,22000,122000,64.6863136,97.7453061,54.7023545,-3.2765753,Russia,RUS,United Kingdom,UKG
22,57,220,365,1854,95000,100000,195000,46.603354,1.8883335,64.6863136,97.7453061,France,FRN,Russia,RUS
22,57,220,365,1855,95000,100000,195000,46.603354,1.8883335,64.6863136,97.7453061,France,FRN,Russia,RUS
22,57,220,365,1856,95000,100000,195000,46.603354,1.8883335,64.6863136,97.7453061,France,FRN,Russia,RUS
22,57,365,220,1854,100000,95000,195000,64.6863136,97.7453061,46.603354,1.8883335,Russia,RUS,France,FRN
22,57,365,220,1855,100000,95000,195000,64.6863136,97.7453061,46.603354,1.8883335,Russia,RUS,France,FRN
22,57,365,220,1856,100000,95000,195000,64.6863136,97.7453061,46.603354,1.8883335,Russia,RUS,France,FRN
22,57,325,365,1855,2200,100000,102200,42.6384261,12.674297,64.6863136,97.7453061,Italy,ITA,Russia,RUS
22,57,325,365,1856,2200,100000,102200,42.6384261,12.674297,64.6863136,97.7453061,Italy,ITA,Russia,RUS
22,57,365,325,1855,100000,2200,102200,64.6863136,97.7453061,42.6384261,12.674297,Russia,RUS,Italy,ITA
22,57,365,325,1856,100000,2200,102200,64.6863136,97.7453061,42.6384261,12.674297,Russia,RUS,Italy,ITA
22,57,365,640,1853,100000,45000,145000,64.6863136,97.7453061,38.9597594,34.9249653,Russia,RUS,Turkey,TUR
22,57,365,640,1854,100000,45000,145000,64.6863136,97.7453061,38.9597594,34.9249653,Russia,RUS,Turkey,TUR
22,57,365,640,1855,100000,45000,145000,64.6863136,97.7453061,38.9597594,34.9249653,Russia,RUS,Turkey,TUR
22,57,365,640,1856,100000,45000,145000,64.6863136,97.7453061,38.9597594,34.9249653,Russia,RUS,Turkey,TUR
22,57,640,365,1853,45000,100000,145000,38.9597594,34.9249653,64.6863136,97.7453061,Turkey,TUR,Russia,RUS
22,57,640,365,1854,45000,100000,145000,38.9597594,34.9249653,64.6863136,97.7453061,Turkey,TUR,Russia,RUS
22,57,640,365,1855,45000,100000,145000,38.9597594,34.9249653,64.6863136,97.7453061,Turkey,TUR,Russia,RUS
22,57,640,365,1856,45000,100000,145000,38.9597594,34.9249653,64.6863136,97.7453061,Turkey,TUR,Russia,RUS
25,8,200,630,1856,500,1500,2000,54.7023545,-3.2765753,32.9407495,52.9471344,United Kingdom,UKG,Iran,IRN
25,8,200,630,1857,500,1500,2000,54.7023545,-3.2765753,32.9407495,52.9471344,United Kingdom,UKG,Iran,IRN
25,8,630,200,1856,1500,500,2000,32.9407495,52.9471344,54.7023545,-3.2765753,Iran,IRN,United Kingdom,UKG
25,8,630,200,1857,1500,500,2000,32.9407495,52.9471344,54.7023545,-3.2765753,Iran,IRN,United Kingdom,UKG
28,115,220,300,1859,12500,7500,20000,46.603354,1.8883335,46.35038755,19.13865633,France,FRN,Austria-Hungary,AUH
28,115,300,220,1859,7500,12500,20000,46.35038755,19.13865633,46.603354,1.8883335,Austria-Hungary,AUH,France,FRN
28,115,300,325,1859,12500,2500,15000,46.35038755,19.13865633,42.6384261,12.674297,Austria-Hungary,AUH,Italy,ITA
28,115,325,300,1859,2500,12500,15000,42.6384261,12.674297,46.35038755,19.13865633,Italy,ITA,Austria-Hungary,AUH
31,1580,230,600,1859,4000,6000,10000,39.3262345,-4.8380649,31.1728205,-7.3362482,Spain,SPN,Morocco,MOR
31,1580,230,600,1860,4000,6000,10000,39.3262345,-4.8380649,31.1728205,-7.3362482,Spain,SPN,Morocco,MOR
31,1580,600,230,1859,6000,4000,10000,31.1728205,-7.3362482,39.3262345,-4.8380649,Morocco,MOR,Spain,SPN
31,1580,600,230,1860,6000,4000,10000,31.1728205,-7.3362482,39.3262345,-4.8380649,Morocco,MOR,Spain,SPN
34,112,325,327,1860,300,700,1000,42.6384261,12.674297,41.901134,12.453314,Italy,ITA,Papal States,PAP
34,112,327,325,1860,700,300,1000,41.901134,12.453314,42.6384261,12.674297,Papal States,PAP,Italy,ITA
37,113,325,329,1860,600,400,1000,42.6384261,12.674297,37.4922295,15.0704098,Italy,ITA,Two Sicilies,SIC
37,113,325,329,1861,600,400,1000,42.6384261,12.674297,37.4922295,15.0704098,Italy,ITA,Two Sicilies,SIC
37,113,329,325,1860,400,600,1000,37.4922295,15.0704098,42.6384261,12.674297,Two Sicilies,SIC,Italy,ITA
37,113,329,325,1861,400,600,1000,37.4922295,15.0704098,42.6384261,12.674297,Two Sicilies,SIC,Italy,ITA
40,135,70,220,1862,12000,8000,20000,19.4326009,-99.1333416,46.603354,1.8883335,Mexico,MEX,France,FRN
40,135,70,220,1863,12000,8000,20000,19.4326009,-99.1333416,46.603354,1.8883335,Mexico,MEX,France,FRN
40,135,70,220,1864,12000,8000,20000,19.4326009,-99.1333416,46.603354,1.8883335,Mexico,MEX,France,FRN
40,135,70,220,1865,12000,8000,20000,19.4326009,-99.1333416,46.603354,1.8883335,Mexico,MEX,France,FRN
40,135,70,220,1866,12000,8000,20000,19.4326009,-99.1333416,46.603354,1.8883335,Mexico,MEX,France,FRN
40,135,70,220,1867,12000,8000,20000,19.4326009,-99.1333416,46.603354,1.8883335,Mexico,MEX,France,FRN
40,135,220,70,1862,8000,12000,20000,46.603354,1.8883335,19.4326009,-99.1333416,France,FRN,Mexico,MEX
40,135,220,70,1863,8000,12000,20000,46.603354,1.8883335,19.4326009,-99.1333416,France,FRN,Mexico,MEX
40,135,220,70,1864,8000,12000,20000,46.603354,1.8883335,19.4326009,-99.1333416,France,FRN,Mexico,MEX
40,135,220,70,1865,8000,12000,20000,46.603354,1.8883335,19.4326009,-99.1333416,France,FRN,Mexico,MEX
40,135,220,70,1866,8000,12000,20000,46.603354,1.8883335,19.4326009,-99.1333416,France,FRN,Mexico,MEX
40,135,220,70,1867,8000,12000,20000,46.603354,1.8883335,19.4326009,-99.1333416,France,FRN,Mexico,MEX
43,1519,100,130,1863,300,700,1000,2.8894434,-73.783892,-1.3397668,-79.3666965,Colombia,COL,Ecuador,ECU
43,1519,130,100,1863,700,300,1000,-1.3397668,-79.3666965,2.8894434,-73.783892,Ecuador,ECU,Colombia,COL
46,194,255,390,1864,1048,2933,3981,51.0834196,10.4234469,55.670249,10.3333283,Germany,GMY,Denmark,DEN
46,194,390,255,1864,2933,1048,3981,55.670249,10.3333283,51.0834196,10.4234469,Denmark,DEN,Germany,GMY
46,194,300,390,1864,500,2933,3433,46.35038755,19.13865633,55.670249,10.3333283,Austria-Hungary,AUH,Denmark,DEN
46,194,390,300,1864,2933,500,3433,55.670249,10.3333283,46.35038755,19.13865633,Denmark,DEN,Austria-Hungary,AUH
49,1590,140,150,1864,100000,200000,300000,-10.3333333,-53.2,-23.3165935,-58.1693445,Brazil,BRA,Paraguay,PAR
49,1590,140,150,1865,100000,200000,300000,-10.3333333,-53.2,-23.3165935,-58.1693445,Brazil,BRA,Paraguay,PAR
49,1590,140,150,1866,100000,200000,300000,-10.3333333,-53.2,-23.3165935,-58.1693445,Brazil,BRA,Paraguay,PAR
49,1590,140,150,1867,100000,200000,300000,-10.3333333,-53.2,-23.3165935,-58.1693445,Brazil,BRA,Paraguay,PAR
49,1590,140,150,1868,100000,200000,300000,-10.3333333,-53.2,-23.3165935,-58.1693445,Brazil,BRA,Paraguay,PAR
49,1590,140,150,1869,100000,200000,300000,-10.3333333,-53.2,-23.3165935,-58.1693445,Brazil,BRA,Paraguay,PAR
49,1590,140,150,1870,100000,200000,300000,-10.3333333,-53.2,-23.3165935,-58.1693445,Brazil,BRA,Paraguay,PAR
49,1590,150,140,1864,200000,100000,300000,-23.3165935,-58.1693445,-10.3333333,-53.2,Paraguay,PAR,Brazil,BRA
49,1590,150,140,1865,200000,100000,300000,-23.3165935,-58.1693445,-10.3333333,-53.2,Paraguay,PAR,Brazil,BRA
49,1590,150,140,1866,200000,100000,300000,-23.3165935,-58.1693445,-10.3333333,-53.2,Paraguay,PAR,Brazil,BRA
49,1590,150,140,1867,200000,100000,300000,-23.3165935,-58.1693445,-10.3333333,-53.2,Paraguay,PAR,Brazil,BRA
49,1590,150,140,1868,200000,100000,300000,-23.3165935,-58.1693445,-10.3333333,-53.2,Paraguay,PAR,Brazil,BRA
49,1590,150,140,1869,200000,100000,300000,-23.3165935,-58.1693445,-10.3333333,-53.2,Paraguay,PAR,Brazil,BRA
49,1590,150,140,1870,200000,100000,300000,-23.3165935,-58.1693445,-10.3333333,-53.2,Paraguay,PAR,Brazil,BRA
49,1590,150,160,1865,200000,10000,210000,-23.3165935,-58.1693445,-34.9964963,-64.9672817,Paraguay,PAR,Argentina,ARG
49,1590,150,160,1866,200000,10000,210000,-23.3165935,-58.1693445,-34.9964963,-64.9672817,Paraguay,PAR,Argentina,ARG
49,1590,150,160,1867,200000,10000,210000,-23.3165935,-58.1693445,-34.9964963,-64.9672817,Paraguay,PAR,Argentina,ARG
49,1590,150,160,1868,200000,10000,210000,-23.3165935,-58.1693445,-34.9964963,-64.9672817,Paraguay,PAR,Argentina,ARG
49,1590,150,160,1869,200000,10000,210000,-23.3165935,-58.1693445,-34.9964963,-64.9672817,Paraguay,PAR,Argentina,ARG
49,1590,150,160,1870,200000,10000,210000,-23.3165935,-58.1693445,-34.9964963,-64.9672817,Paraguay,PAR,Argentina,ARG
49,1590,160,150,1865,10000,200000,210000,-34.9964963,-64.9672817,-23.3165935,-58.1693445,Argentina,ARG,Paraguay,PAR
49,1590,160,150,1866,10000,200000,210000,-34.9964963,-64.9672817,-23.3165935,-58.1693445,Argentina,ARG,Paraguay,PAR
49,1590,160,150,1867,10000,200000,210000,-34.9964963,-64.9672817,-23.3165935,-58.1693445,Argentina,ARG,Paraguay,PAR
49,1590,160,150,1868,10000,200000,210000,-34.9964963,-64.9672817,-23.3165935,-58.1693445,Argentina,ARG,Paraguay,PAR
49,1590,160,150,1869,10000,200000,210000,-34.9964963,-64.9672817,-23.3165935,-58.1693445,Argentina,ARG,Paraguay,PAR
49,1590,160,150,1870,10000,200000,210000,-34.9964963,-64.9672817,-23.3165935,-58.1693445,Argentina,ARG,Paraguay,PAR
52,1482,135,230,1866,600,300,900,-6.8699697,-75.0458515,39.3262345,-4.8380649,Peru,PER,Spain,SPN
52,1482,230,135,1866,300,600,900,39.3262345,-4.8380649,-6.8699697,-75.0458515,Spain,SPN,Peru,PER
52,1482,155,230,1865,100,300,400,-31.7613365,-71.3187697,39.3262345,-4.8380649,Chile,CHL,Spain,SPN
52,1482,155,230,1866,100,300,400,-31.7613365,-71.3187697,39.3262345,-4.8380649,Chile,CHL,Spain,SPN
52,1482,230,155,1865,300,100,400,39.3262345,-4.8380649,-31.7613365,-71.3187697,Spain,SPN,Chile,CHL
52,1482,230,155,1866,300,100,400,39.3262345,-4.8380649,-31.7613365,-71.3187697,Spain,SPN,Chile,CHL
55,261,240,255,1866,500,10100,10600,52.3744779,9.7385532,51.0834196,10.4234469,Hanover,HAN,Germany,GMY
55,261,255,240,1866,10100,500,10600,51.0834196,10.4234469,52.3744779,9.7385532,Germany,GMY,Hanover,HAN
55,261,240,280,1866,500,100,600,52.3744779,9.7385532,53.6288297,11.4148038,Hanover,HAN,Mecklenburg Schwerin,MEC
55,261,280,240,1866,100,500,600,53.6288297,11.4148038,52.3744779,9.7385532,Mecklenburg Schwerin,MEC,Hanover,HAN
55,261,240,325,1866,500,4000,4500,52.3744779,9.7385532,42.6384261,12.674297,Hanover,HAN,Italy,ITA
55,261,325,240,1866,4000,500,4500,42.6384261,12.674297,52.3744779,9.7385532,Italy,ITA,Hanover,HAN
55,261,245,255,1866,500,10100,10600,48.9467562,11.4038717,51.0834196,10.4234469,Bavaria,BAV,Germany,GMY
55,261,255,245,1866,10100,500,10600,51.0834196,10.4234469,48.9467562,11.4038717,Germany,GMY,Bavaria,BAV
55,261,245,280,1866,500,100,600,48.9467562,11.4038717,53.6288297,11.4148038,Bavaria,BAV,Mecklenburg Schwerin,MEC
55,261,280,245,1866,100,500,600,53.6288297,11.4148038,48.9467562,11.4038717,Mecklenburg Schwerin,MEC,Bavaria,BAV
55,261,245,325,1866,500,4000,4500,48.9467562,11.4038717,42.6384261,12.674297,Bavaria,BAV,Italy,ITA
55,261,325,245,1866,4000,500,4500,42.6384261,12.674297,48.9467562,11.4038717,Italy,ITA,Bavaria,BAV
55,261,255,267,1866,10100,100,10200,51.0834196,10.4234469,47.4736827,8.3086822,Germany,GMY,Baden,BAD
55,261,267,255,1866,100,10100,10200,47.4736827,8.3086822,51.0834196,10.4234469,Baden,BAD,Germany,GMY
55,261,255,269,1866,10100,600,10700,51.0834196,10.4234469,50.9295798,13.4585052,Germany,GMY,Saxony,SAX
55,261,269,255,1866,600,10100,10700,50.9295798,13.4585052,51.0834196,10.4234469,Saxony,SAX,Germany,GMY
55,261,255,271,1866,10100,100,10200,51.0834196,10.4234469,48.6616,9.3501,Germany,GMY,Wuerttemburg,WRT
55,261,271,255,1866,100,10100,10200,48.6616,9.3501,51.0834196,10.4234469,Wuerttemburg,WRT,Germany,GMY
55,261,255,273,1866,10100,100,10200,51.0834196,10.4234469,51.312801,9.481544,Germany,GMY,Hesse Electoral,HSE
55,261,273,255,1866,100,10100,10200,51.312801,9.481544,51.0834196,10.4234469,Hesse Electoral,HSE,Germany,GMY
55,261,255,275,1866,10100,100,10200,51.0834196,10.4234469,51.312801,9.481544,Germany,GMY,Hesse Grand Ducal,HSG
55,261,275,255,1866,100,10100,10200,51.312801,9.481544,51.0834196,10.4234469,Hesse Grand Ducal,HSG,Germany,GMY
55,261,255,300,1866,10100,28000,38100,51.0834196,10.4234469,46.35038755,19.13865633,Germany,GMY,Austria-Hungary,AUH
55,261,300,255,1866,28000,10100,38100,46.35038755,19.13865633,51.0834196,10.4234469,Austria-Hungary,AUH,Germany,GMY
55,261,267,280,1866,100,100,200,47.4736827,8.3086822,53.6288297,11.4148038,Baden,BAD,Mecklenburg Schwerin,MEC
55,261,280,267,1866,100,100,200,53.6288297,11.4148038,47.4736827,8.3086822,Mecklenburg Schwerin,MEC,Baden,BAD
55,261,267,325,1866,100,4000,4100,47.4736827,8.3086822,42.6384261,12.674297,Baden,BAD,Italy,ITA
55,261,325,267,1866,4000,100,4100,42.6384261,12.674297,47.4736827,8.3086822,Italy,ITA,Baden,BAD
55,261,269,280,1866,600,100,700,50.9295798,13.4585052,53.6288297,11.4148038,Saxony,SAX,Mecklenburg Schwerin,MEC
55,261,280,269,1866,100,600,700,53.6288297,11.4148038,50.9295798,13.4585052,Mecklenburg Schwerin,MEC,Saxony,SAX
55,261,269,325,1866,600,4000,4600,50.9295798,13.4585052,42.6384261,12.674297,Saxony,SAX,Italy,ITA
55,261,325,269,1866,4000,600,4600,42.6384261,12.674297,50.9295798,13.4585052,Italy,ITA,Saxony,SAX
55,261,271,280,1866,100,100,200,48.6616,9.3501,53.6288297,11.4148038,Wuerttemburg,WRT,Mecklenburg Schwerin,MEC
55,261,280,271,1866,100,100,200,53.6288297,11.4148038,48.6616,9.3501,Mecklenburg Schwerin,MEC,Wuerttemburg,WRT
55,261,271,325,1866,100,4000,4100,48.6616,9.3501,42.6384261,12.674297,Wuerttemburg,WRT,Italy,ITA
55,261,325,271,1866,4000,100,4100,42.6384261,12.674297,48.6616,9.3501,Italy,ITA,Wuerttemburg,WRT
55,261,273,280,1866,100,100,200,51.312801,9.481544,53.6288297,11.4148038,Hesse Electoral,HSE,Mecklenburg Schwerin,MEC
55,261,280,273,1866,100,100,200,53.6288297,11.4148038,51.312801,9.481544,Mecklenburg Schwerin,MEC,Hesse Electoral,HSE
55,261,273,325,1866,100,4000,4100,51.312801,9.481544,42.6384261,12.674297,Hesse Electoral,HSE,Italy,ITA
55,261,325,273,1866,4000,100,4100,42.6384261,12.674297,51.312801,9.481544,Italy,ITA,Hesse Electoral,HSE
55,261,275,280,1866,100,100,200,51.312801,9.481544,53.6288297,11.4148038,Hesse Grand Ducal,HSG,Mecklenburg Schwerin,MEC
55,261,280,275,1866,100,100,200,53.6288297,11.4148038,51.312801,9.481544,Mecklenburg Schwerin,MEC,Hesse Grand Ducal,HSG
55,261,275,325,1866,100,4000,4100,51.312801,9.481544,42.6384261,12.674297,Hesse Grand Ducal,HSG,Italy,ITA
55,261,325,275,1866,4000,100,4100,42.6384261,12.674297,51.312801,9.481544,Italy,ITA,Hesse Grand Ducal,HSG
55,261,280,300,1866,100,28000,28100,53.6288297,11.4148038,46.35038755,19.13865633,Mecklenburg Schwerin,MEC,Austria-Hungary,AUH
55,261,300,280,1866,28000,100,28100,46.35038755,19.13865633,53.6288297,11.4148038,Austria-Hungary,AUH,Mecklenburg Schwerin,MEC
55,261,300,325,1866,32500,4000,36500,46.35038755,19.13865633,42.6384261,12.674297,Austria-Hungary,AUH,Italy,ITA
55,261,325,300,1866,4000,32500,36500,42.6384261,12.674297,46.35038755,19.13865633,Italy,ITA,Austria-Hungary,AUH
58,88,220,245,1870,152000,5600,157600,46.603354,1.8883335,48.9467562,11.4038717,France,FRN,Bavaria,BAV
58,88,245,220,1870,5600,152000,157600,48.9467562,11.4038717,46.603354,1.8883335,Bavaria,BAV,France,FRN
58,88,220,255,1870,152000,44781,196781,46.603354,1.8883335,51.0834196,10.4234469,France,FRN,Germany,GMY
58,88,220,255,1871,152000,44781,196781,46.603354,1.8883335,51.0834196,10.4234469,France,FRN,Germany,GMY
58,88,255,220,1870,44781,152000,196781,51.0834196,10.4234469,46.603354,1.8883335,Germany,GMY,France,FRN
58,88,255,220,1871,44781,152000,196781,51.0834196,10.4234469,46.603354,1.8883335,Germany,GMY,France,FRN
58,88,220,267,1870,152000,956,152956,46.603354,1.8883335,47.4736827,8.3086822,France,FRN,Baden,BAD
58,88,267,220,1870,956,152000,152956,47.4736827,8.3086822,46.603354,1.8883335,Baden,BAD,France,FRN
58,88,220,271,1870,152000,976,152976,46.603354,1.8883335,48.6616,9.3501,France,FRN,Wuerttemburg,WRT
58,88,271,220,1870,976,152000,152976,48.6616,9.3501,46.603354,1.8883335,Wuerttemburg,WRT,France,FRN
60,1533,90,92,1876,2000,2000,4000,15.6356088,-89.8988087,13.8000382,-88.9140683,Guatemala,GUA,El Salvador,SAL
60,1533,92,90,1876,2000,2000,4000,13.8000382,-88.9140683,15.6356088,-89.8988087,El Salvador,SAL,Guatemala,GUA
61,187,365,640,1877,120000,165000,285000,64.6863136,97.7453061,38.9597594,34.9249653,Russia,RUS,Turkey,TUR
61,187,365,640,1878,120000,165000,285000,64.6863136,97.7453061,38.9597594,34.9249653,Russia,RUS,Turkey,TUR
61,187,640,365,1877,165000,120000,285000,38.9597594,34.9249653,64.6863136,97.7453061,Turkey,TUR,Russia,RUS
61,187,640,365,1878,165000,120000,285000,38.9597594,34.9249653,64.6863136,97.7453061,Turkey,TUR,Russia,RUS
64,1518,135,155,1879,9672,3276,12948,-6.8699697,-75.0458515,-31.7613365,-71.3187697,Peru,PER,Chile,CHL
64,1518,135,155,1880,9672,3276,12948,-6.8699697,-75.0458515,-31.7613365,-71.3187697,Peru,PER,Chile,CHL
64,1518,135,155,1881,9672,3276,12948,-6.8699697,-75.0458515,-31.7613365,-71.3187697,Peru,PER,Chile,CHL
64,1518,135,155,1882,9672,3276,12948,-6.8699697,-75.0458515,-31.7613365,-71.3187697,Peru,PER,Chile,CHL
64,1518,135,155,1883,9672,3276,12948,-6.8699697,-75.0458515,-31.7613365,-71.3187697,Peru,PER,Chile,CHL
64,1518,155,135,1879,3276,9672,12948,-31.7613365,-71.3187697,-6.8699697,-75.0458515,Chile,CHL,Peru,PER
64,1518,155,135,1880,3276,9672,12948,-31.7613365,-71.3187697,-6.8699697,-75.0458515,Chile,CHL,Peru,PER
64,1518,155,135,1881,3276,9672,12948,-31.7613365,-71.3187697,-6.8699697,-75.0458515,Chile,CHL,Peru,PER
64,1518,155,135,1882,3276,9672,12948,-31.7613365,-71.3187697,-6.8699697,-75.0458515,Chile,CHL,Peru,PER
64,1518,155,135,1883,3276,9672,12948,-31.7613365,-71.3187697,-6.8699697,-75.0458515,Chile,CHL,Peru,PER
64,1518,145,155,1879,920,3276,4196,-17.0568696,-64.9912286,-31.7613365,-71.3187697,Bolivia,BOL,Chile,CHL
64,1518,145,155,1880,920,3276,4196,-17.0568696,-64.9912286,-31.7613365,-71.3187697,Bolivia,BOL,Chile,CHL
64,1518,155,145,1879,3276,920,4196,-31.7613365,-71.3187697,-17.0568696,-64.9912286,Chile,CHL,Bolivia,BOL
64,1518,155,145,1880,3276,920,4196,-31.7613365,-71.3187697,-17.0568696,-64.9912286,Chile,CHL,Bolivia,BOL
65,3725,200,651,1882,79,10000,10079,54.7023545,-3.2765753,26.2540493,29.2675469,United Kingdom,UKG,Egypt,EGY
65,3725,651,200,1882,10000,79,10079,26.2540493,29.2675469,54.7023545,-3.2765753,Egypt,EGY,United Kingdom,UKG
67,202,220,710,1884,2100,10000,12100,46.603354,1.8883335,35.000074,104.999927,France,FRN,China,CHN
67,202,220,710,1885,2100,10000,12100,46.603354,1.8883335,35.000074,104.999927,France,FRN,China,CHN
67,202,710,220,1884,10000,2100,12100,35.000074,104.999927,46.603354,1.8883335,China,CHN,France,FRN
67,202,710,220,1885,10000,2100,12100,35.000074,104.999927,46.603354,1.8883335,China,CHN,France,FRN
70,1535,90,92,1885,800,200,1000,15.6356088,-89.8988087,13.8000382,-88.9140683,Guatemala,GUA,El Salvador,SAL
70,1535,92,90,1885,200,800,1000,13.8000382,-88.9140683,15.6356088,-89.8988087,El Salvador,SAL,Guatemala,GUA
73,1490,710,740,1894,10000,5000,15000,35.000074,104.999927,36.5748441,139.2394179,China,CHN,Japan,JPN
73,1490,710,740,1895,10000,5000,15000,35.000074,104.999927,36.5748441,139.2394179,China,CHN,Japan,JPN
73,1490,740,710,1894,5000,10000,15000,36.5748441,139.2394179,35.000074,104.999927,Japan,JPN,China,CHN
73,1490,740,710,1895,5000,10000,15000,36.5748441,139.2394179,35.000074,104.999927,Japan,JPN,China,CHN
76,1569,350,640,1897,600,1400,2000,38.9953683,21.9877132,38.9597594,34.9249653,Greece,GRC,Turkey,TUR
76,1569,640,350,1897,1400,600,2000,38.9597594,34.9249653,38.9953683,21.9877132,Turkey,TUR,Greece,GRC
79,1557,2,230,1898,2910,775,3685,37.0902,-95.7129,39.3262345,-4.8380649,United States of America,USA,Spain,SPN
79,1557,230,2,1898,775,2910,3685,39.3262345,-4.8380649,37.0902,-95.7129,Spain,SPN,United States of America,USA
82,31,2,710,1900,21,2000,2021,37.0902,-95.7129,35.000074,104.999927,United States of America,USA,China,CHN
82,31,710,2,1900,2000,21,2021,35.000074,104.999927,37.0902,-95.7129,China,CHN,United States of America,USA
82,31,200,710,1900,34,2000,2034,54.7023545,-3.2765753,35.000074,104.999927,United Kingdom,UKG,China,CHN
82,31,710,200,1900,2000,34,2034,35.000074,104.999927,54.7023545,-3.2765753,China,CHN,United Kingdom,UKG
